question_id,question_text,blooms_level,subject,verb_used,difficulty
BLOOM_07321,Compare the root causes of data drift in Zero-Knowledge Proofs pipelines over time. Provide concrete examples from Software Architecture.,Analyze,Software Architecture,Compare,Medium-Hard
BLOOM_07322,Compare the bottleneck performance when Zero-Knowledge Proofs interacts with B-Trees and Indexing. Provide concrete examples from Biology & Genomics.,Analyze,Biology & Genomics,Compare,Medium-Hard
BLOOM_07323,Propose an innovative caching strategy to reduce latency in TCP/IP Packet Routing by 50%. Explain all assumptions made.,Create,Data Engineering,Synthesize,Hard
BLOOM_07324,Critique the trade-offs of microservices vs monolithic architecture for Convolutional Neural Networks.,Evaluate,Chemistry,Critique,Hard
BLOOM_07325,Validate the architectural decisions made when deploying PostgreSQL Query Optimization on edge devices.,Evaluate,Chemistry,Validate,Hard
BLOOM_07326,Appraise the architectural decisions made when deploying Asynchronous I/O Event Loops on edge devices.,Evaluate,Mathematics & Statistics,Appraise,Hard
BLOOM_07327,Name four common application scenarios for OAuth 2.0 Authentication. Provide concrete examples from Computer Science.,Remember,Computer Science,Name,Easy
BLOOM_07328,Paraphrase how error handling is managed within Apache Spark Distributed Datasets.,Understand,Mathematics & Statistics,Paraphrase,Easy-Medium
BLOOM_07329,What is the mathematical formulation of Apache Spark Distributed Datasets? Provide concrete examples from Physics.,Remember,Physics,Outline,Easy
BLOOM_07330,Categorize the root causes of data drift in CAP Theorem pipelines over time. Explain all assumptions made.,Analyze,Data Engineering,Categorize,Medium-Hard
BLOOM_07331,Judge whether GraphQL vs REST APIs or RESTful Microservice Mesh is better suited for sub-millisecond query responses. Explain all assumptions made.,Evaluate,Biology & Genomics,Judge,Hard
BLOOM_07332,Construct step-by-step calculations to determine the complexity of Zero-Knowledge Proofs.,Apply,Electrical Engineering,Construct,Medium
BLOOM_07333,"Given a scenario with high latency, Use PyTorch Autograd to minimize processing time.",Apply,Mathematics & Statistics,Use,Medium
BLOOM_07334,"In your own words, Summarize the underlying mechanism of Parquet Columnar Storage. Explain all assumptions made.",Understand,Cybersecurity,Summarize,Easy-Medium
BLOOM_07335,Validate the trade-offs of microservices vs monolithic architecture for TensorFlow Computational Graphs.,Evaluate,Business Analytics,Validate,Hard
BLOOM_07336,Formulate a novel fault-tolerant data pipeline for processing 10 million events/sec using Gradient Boosting Decision Trees. Provide concrete examples from Database Systems.,Create,Database Systems,Formulate,Hard
BLOOM_07337,Recommend the ethical and privacy implications of running OAuth 2.0 Authentication on personal datasets. Explain all assumptions made.,Evaluate,Business Analytics,Recommend,Hard
BLOOM_07338,Design a comprehensive system architecture combining Vector Embeddings & RAG and Docker & Kubernetes Orchestration.,Create,Biology & Genomics,Design,Hard
BLOOM_07339,Define the main differences between Convolutional Neural Networks and Docker & Kubernetes Orchestration at a high level.,Remember,Computer Science,Define,Easy
BLOOM_07340,Compute a python script to process Redis In-Memory Caching using streaming data streams.,Apply,Data Engineering,Compute,Medium
BLOOM_07341,"In your own words, Paraphrase the underlying mechanism of Garbage Collection Algorithms.",Understand,Chemistry,Paraphrase,Easy-Medium
BLOOM_07342,Critique the cost-benefit analysis of cloud deployment for Convolutional Neural Networks workloads.,Evaluate,Cybersecurity,Critique,Hard
BLOOM_07343,Validate the statistical significance of test results obtained from Gradient Boosting Decision Trees.,Evaluate,Physics,Critique,Hard
BLOOM_07344,Critique the architectural decisions made when deploying TensorFlow Computational Graphs on edge devices. Explain all assumptions made.,Evaluate,Business Analytics,Critique,Hard
BLOOM_07345,Interpret how error handling is managed within TensorFlow Computational Graphs.,Understand,Data Engineering,Interpret,Easy-Medium
BLOOM_07346,Examine the impact of packet loss on PyTorch Autograd execution efficiency.,Analyze,Biology & Genomics,Analyze,Medium-Hard
BLOOM_07347,Propose an innovative caching strategy to reduce latency in Kafka Streaming Queues by 50%.,Create,Electrical Engineering,Devise,Hard
BLOOM_07348,Apply the optimal parameters for Parquet Columnar Storage given a dataset of size N=10.,Apply,Electrical Engineering,Apply,Medium
BLOOM_07349,Paraphrase the relationship between Convolutional Neural Networks and Apache Spark Distributed Datasets in system design.,Understand,Chemistry,Paraphrase,Easy-Medium
BLOOM_07350,Differentiate empirical benchmark results of GraphQL vs REST APIs across different hardware configurations.,Analyze,Computer Science,Differentiate,Medium-Hard
BLOOM_07351,Appraise the robustness of the fault-tolerance mechanism in Asynchronous I/O Event Loops. Explain all assumptions made.,Evaluate,Chemistry,Critique,Hard
BLOOM_07352,Classify why Gradient Boosting Decision Trees is preferred over Garbage Collection Algorithms for distributed processing. Provide concrete examples from Cybersecurity.,Understand,Cybersecurity,Classify,Easy-Medium
BLOOM_07353,Write an algorithm to Demonstrate MapReduce ETL Pipelines using data structures from PostgreSQL Query Optimization.,Apply,Machine Learning,Demonstrate,Medium
BLOOM_07354,Propose an innovative caching strategy to reduce latency in Garbage Collection Algorithms by 50%.,Create,Software Architecture,Develop,Hard
BLOOM_07355,Write an algorithm to Calculate Kafka Streaming Queues using data structures from GraphQL vs REST APIs.,Apply,Physics,Calculate,Medium
BLOOM_07356,"In your own words, Paraphrase the underlying mechanism of Kafka Streaming Queues.",Understand,Chemistry,Paraphrase,Easy-Medium
BLOOM_07357,Summarize how RESTful Microservice Mesh operates under high concurrency or heavy load.,Understand,Business Analytics,Summarize,Easy-Medium
BLOOM_07358,Apply the principles of Asynchronous I/O Event Loops to solve an out-of-memory exception in big data pipelines.,Apply,Electrical Engineering,Compute,Medium
BLOOM_07359,Paraphrase why Convolutional Neural Networks is preferred over Parquet Columnar Storage for distributed processing.,Understand,Biology & Genomics,Paraphrase,Easy-Medium
BLOOM_07360,Validate the trade-offs of microservices vs monolithic architecture for PyTorch Autograd. Provide concrete examples from Chemistry.,Evaluate,Chemistry,Validate,Hard
BLOOM_07361,Investigate the bottleneck performance when Consensus Protocols (Raft/Paxos) interacts with B-Trees and Indexing.,Analyze,Cybersecurity,Investigate,Medium-Hard
BLOOM_07362,Propose an innovative caching strategy to reduce latency in PyTorch Autograd by 50%.,Create,Physics,Propose,Hard
BLOOM_07363,Demonstrate the optimal parameters for Gradient Boosting Decision Trees given a dataset of size N=10000.,Apply,Computer Science,Demonstrate,Medium
BLOOM_07364,Discuss the relationship between Apache Spark Distributed Datasets and PostgreSQL Query Optimization in system design. Provide concrete examples from Biology & Genomics.,Understand,Biology & Genomics,Discuss,Easy-Medium
BLOOM_07365,Propose a novel fault-tolerant data pipeline for processing 10 million events/sec using Asynchronous I/O Event Loops.,Create,Machine Learning,Propose,Hard
BLOOM_07366,Judge the cost-benefit analysis of cloud deployment for MapReduce ETL Pipelines workloads. Provide concrete examples from Mathematics & Statistics.,Evaluate,Mathematics & Statistics,Judge,Hard
BLOOM_07367,Write an algorithm to Compute OAuth 2.0 Authentication using data structures from PyTorch Autograd.,Apply,Data Engineering,Compute,Medium
BLOOM_07368,Formulate a novel fault-tolerant data pipeline for processing 10 million events/sec using Transformer Attention Heads.,Create,Mathematics & Statistics,Formulate,Hard
BLOOM_07369,Explain the core workflow when executing PyTorch Autograd in production.,Understand,Data Engineering,Explain,Easy-Medium
BLOOM_07370,Justify whether Gradient Boosting Decision Trees or TCP/IP Packet Routing is better suited for sub-millisecond query responses. Provide concrete examples from Mathematics & Statistics.,Evaluate,Mathematics & Statistics,Justify,Hard
BLOOM_07371,Contrast the relationship between Apache Spark Distributed Datasets and Transformer Attention Heads in system design. Provide concrete examples from Biology & Genomics.,Understand,Biology & Genomics,Contrast,Easy-Medium
BLOOM_07372,Formulate a original algorithm to solve the NP-hard constraint in RESTful Microservice Mesh.,Create,Computer Science,Construct,Hard
BLOOM_07373,Critique the proposed data engineering pipeline for Parquet Columnar Storage regarding data integrity.,Evaluate,Software Architecture,Justify,Hard
BLOOM_07374,Deconstruct the architecture of Apache Spark Distributed Datasets into its constituent microservices. Explain all assumptions made.,Analyze,Physics,Investigate,Medium-Hard
BLOOM_07375,Name the main differences between TensorFlow Computational Graphs and RESTful Microservice Mesh at a high level.,Remember,Machine Learning,Name,Easy
BLOOM_07376,Design a disaster recovery plan for mission-critical enterprise systems using OAuth 2.0 Authentication.,Create,Chemistry,Design,Hard
BLOOM_07377,Use step-by-step calculations to determine the complexity of OAuth 2.0 Authentication. Explain all assumptions made.,Apply,Business Analytics,Use,Medium
BLOOM_07378,Formulate a original algorithm to solve the NP-hard constraint in PostgreSQL Query Optimization.,Create,Database Systems,Devise,Hard
BLOOM_07379,Formulate a full database schema designed to support high-throughput Apache Spark Distributed Datasets operations. Provide concrete examples from Data Engineering.,Create,Data Engineering,Formulate,Hard
BLOOM_07380,Validate the architectural decisions made when deploying CAP Theorem on edge devices.,Evaluate,Mathematics & Statistics,Validate,Hard
BLOOM_07381,Discuss why Redis In-Memory Caching is preferred over Zero-Knowledge Proofs for distributed processing.,Understand,Database Systems,Discuss,Easy-Medium
BLOOM_07382,Deconstruct how failure modes in PyTorch Autograd impact system resilience and availability. Provide concrete examples from Cybersecurity.,Analyze,Cybersecurity,Deconstruct,Medium-Hard
BLOOM_07383,Recall the primary components of a Garbage Collection Algorithms architecture.,Remember,Business Analytics,Recall,Easy
BLOOM_07384,Interpret the relationship between TensorFlow Computational Graphs and Convolutional Neural Networks in system design.,Understand,Cybersecurity,Interpret,Easy-Medium
BLOOM_07385,Appraise the robustness of the fault-tolerance mechanism in RESTful Microservice Mesh.,Evaluate,Chemistry,Judge,Hard
BLOOM_07386,Identify the fundamental principles of GraphQL vs REST APIs.,Remember,Electrical Engineering,Identify,Easy
BLOOM_07387,Paraphrase why Gradient Boosting Decision Trees is preferred over Redis In-Memory Caching for distributed processing. Explain all assumptions made.,Understand,Physics,Paraphrase,Easy-Medium
BLOOM_07388,Construct a full database schema designed to support high-throughput OAuth 2.0 Authentication operations. Provide concrete examples from Data Engineering.,Create,Data Engineering,Construct,Hard
BLOOM_07389,Demonstrate how to scale Asynchronous I/O Event Loops across a multi-node cluster.,Apply,Biology & Genomics,Demonstrate,Medium
BLOOM_07390,Investigate the bottleneck performance when Transformer Attention Heads interacts with TensorFlow Computational Graphs.,Analyze,Business Analytics,Investigate,Medium-Hard
BLOOM_07391,Name the term 'Convolutional Neural Networks' as defined in standard textbooks. Provide concrete examples from Physics.,Remember,Physics,Name,Easy
BLOOM_07392,Synthesize an end-to-end framework for automated model evaluation in TensorFlow Computational Graphs. Provide concrete examples from Cybersecurity.,Create,Cybersecurity,Synthesize,Hard
BLOOM_07393,Synthesize a full database schema designed to support high-throughput Kafka Streaming Queues operations.,Create,Biology & Genomics,Synthesize,Hard
BLOOM_07394,Construct the theoretical throughput of PostgreSQL Query Optimization when bandwidth is limited to 5000 Mbps.,Apply,Mathematics & Statistics,Construct,Medium
BLOOM_07395,Construct a disaster recovery plan for mission-critical enterprise systems using GraphQL vs REST APIs. Explain all assumptions made.,Create,Software Architecture,Construct,Hard
BLOOM_07396,Summarize the relationship between CAP Theorem and B-Trees and Indexing in system design.,Understand,Biology & Genomics,Summarize,Easy-Medium
BLOOM_07397,State the primary components of a Docker & Kubernetes Orchestration architecture. Provide concrete examples from Biology & Genomics.,Remember,Biology & Genomics,State,Easy
BLOOM_07398,Propose an innovative caching strategy to reduce latency in RESTful Microservice Mesh by 50%.,Create,Chemistry,Develop,Hard
BLOOM_07399,Construct an end-to-end framework for automated model evaluation in RESTful Microservice Mesh. Provide concrete examples from Database Systems.,Create,Database Systems,Construct,Hard
BLOOM_07400,Summarize why PostgreSQL Query Optimization is preferred over Linear Regression & Regularization for distributed processing.,Understand,Software Architecture,Summarize,Easy-Medium
BLOOM_07401,Synthesize existing research on Zero-Knowledge Proofs to build an improved protocol for Docker & Kubernetes Orchestration.,Create,Physics,Formulate,Hard
BLOOM_07402,Judge whether Docker & Kubernetes Orchestration or TensorFlow Computational Graphs is better suited for sub-millisecond query responses.,Evaluate,Business Analytics,Judge,Hard
BLOOM_07403,Summarize the relationship between Asynchronous I/O Event Loops and Docker & Kubernetes Orchestration in system design. Explain all assumptions made.,Understand,Mathematics & Statistics,Summarize,Easy-Medium
BLOOM_07404,Recall four common application scenarios for Parquet Columnar Storage.,Remember,Computer Science,Recall,Easy
BLOOM_07405,Validate the statistical significance of test results obtained from Zero-Knowledge Proofs.,Evaluate,Mathematics & Statistics,Appraise,Hard
BLOOM_07406,Deconstruct the bottleneck performance when Redis In-Memory Caching interacts with TCP/IP Packet Routing. Provide concrete examples from Cybersecurity.,Analyze,Cybersecurity,Deconstruct,Medium-Hard
BLOOM_07407,Outline three key characteristics of Redis In-Memory Caching.,Remember,Physics,Outline,Easy
BLOOM_07408,Appraise the ethical and privacy implications of running Docker & Kubernetes Orchestration on personal datasets.,Evaluate,Machine Learning,Appraise,Hard
BLOOM_07409,Explain the core workflow when executing Asynchronous I/O Event Loops in production.,Understand,Biology & Genomics,Explain,Easy-Medium
BLOOM_07410,State four common application scenarios for Zero-Knowledge Proofs. Explain all assumptions made.,Remember,Database Systems,State,Easy
BLOOM_07411,Critique the trade-offs of microservices vs monolithic architecture for PostgreSQL Query Optimization. Explain all assumptions made.,Evaluate,Machine Learning,Critique,Hard
BLOOM_07412,Formulate a original algorithm to solve the NP-hard constraint in RESTful Microservice Mesh. Provide concrete examples from Electrical Engineering.,Create,Electrical Engineering,Design,Hard
BLOOM_07413,Deconstruct the architecture of GraphQL vs REST APIs into its constituent microservices. Provide concrete examples from Computer Science.,Analyze,Computer Science,Investigate,Medium-Hard
BLOOM_07414,Examine empirical benchmark results of Vector Embeddings & RAG across different hardware configurations. Provide concrete examples from Machine Learning.,Analyze,Machine Learning,Examine,Medium-Hard
BLOOM_07415,Recommend the ethical and privacy implications of running TCP/IP Packet Routing on personal datasets.,Evaluate,Chemistry,Recommend,Hard
BLOOM_07416,Summarize the core workflow when executing TensorFlow Computational Graphs in production.,Understand,Biology & Genomics,Summarize,Easy-Medium
BLOOM_07417,Deconstruct the architecture of Kafka Streaming Queues into its constituent microservices.,Analyze,Software Architecture,Investigate,Medium-Hard
BLOOM_07418,Write an algorithm to Construct Vector Embeddings & RAG using data structures from B-Trees and Indexing. Provide concrete examples from Electrical Engineering.,Apply,Electrical Engineering,Construct,Medium
BLOOM_07419,Summarize the main trade-offs associated with using Garbage Collection Algorithms.,Understand,Software Architecture,Summarize,Easy-Medium
BLOOM_07420,Examine the security vulnerabilities inherent in implementing Vector Embeddings & RAG.,Analyze,Chemistry,Examine,Medium-Hard
BLOOM_07421,Explain how error handling is managed within Docker & Kubernetes Orchestration.,Understand,Biology & Genomics,Explain,Easy-Medium
BLOOM_07422,Summarize the significance of B-Trees and Indexing in real-time data pipelines. Explain all assumptions made.,Understand,Software Architecture,Summarize,Easy-Medium
BLOOM_07423,Use how to scale Consensus Protocols (Raft/Paxos) across a multi-node cluster.,Apply,Biology & Genomics,Use,Medium
BLOOM_07424,Name the primary components of a GraphQL vs REST APIs architecture.,Remember,Machine Learning,Name,Easy
BLOOM_07425,Describe four common application scenarios for Linear Regression & Regularization.,Remember,Cybersecurity,Describe,Easy
BLOOM_07426,Propose an innovative caching strategy to reduce latency in Linear Regression & Regularization by 50%.,Create,Database Systems,Formulate,Hard
BLOOM_07427,Apply the optimal parameters for Vector Embeddings & RAG given a dataset of size N=100.,Apply,Data Engineering,Apply,Medium
BLOOM_07428,Examine the impact of packet loss on CAP Theorem execution efficiency. Provide concrete examples from Software Architecture.,Analyze,Software Architecture,Categorize,Medium-Hard
BLOOM_07429,Interpret the significance of Consensus Protocols (Raft/Paxos) in real-time data pipelines.,Understand,Mathematics & Statistics,Interpret,Easy-Medium
BLOOM_07430,Deconstruct the architecture of Asynchronous I/O Event Loops into its constituent microservices. Provide concrete examples from Mathematics & Statistics.,Analyze,Mathematics & Statistics,Investigate,Medium-Hard
BLOOM_07431,Define the standard definition of Garbage Collection Algorithms in modern systems.,Remember,Mathematics & Statistics,Define,Easy
BLOOM_07432,Compare and contrast the space vs time complexity of TCP/IP Packet Routing and OAuth 2.0 Authentication.,Analyze,Biology & Genomics,Compare,Medium-Hard
BLOOM_07433,State the term 'Kafka Streaming Queues' as defined in standard textbooks. Provide concrete examples from Database Systems.,Remember,Database Systems,State,Easy
BLOOM_07434,Classify the relationship between Asynchronous I/O Event Loops and Zero-Knowledge Proofs in system design.,Understand,Machine Learning,Classify,Easy-Medium
BLOOM_07435,Deconstruct the architecture of TCP/IP Packet Routing into its constituent microservices.,Analyze,Cybersecurity,Examine,Medium-Hard
BLOOM_07436,Judge whether Transformer Attention Heads or RESTful Microservice Mesh is better suited for sub-millisecond query responses. Provide concrete examples from Biology & Genomics.,Evaluate,Biology & Genomics,Judge,Hard
BLOOM_07437,Deconstruct the architecture of Transformer Attention Heads into its constituent microservices.,Analyze,Software Architecture,Examine,Medium-Hard
BLOOM_07438,"In your own words, Classify the underlying mechanism of Kafka Streaming Queues.",Understand,Computer Science,Classify,Easy-Medium
BLOOM_07439,Validate whether Convolutional Neural Networks or MapReduce ETL Pipelines is better suited for sub-millisecond query responses. Explain all assumptions made.,Evaluate,Electrical Engineering,Validate,Hard
BLOOM_07440,"In your own words, Explain the underlying mechanism of PostgreSQL Query Optimization.",Understand,Software Architecture,Explain,Easy-Medium
BLOOM_07441,Synthesize existing research on Asynchronous I/O Event Loops to build an improved protocol for Consensus Protocols (Raft/Paxos). Provide concrete examples from Computer Science.,Create,Computer Science,Synthesize,Hard
BLOOM_07442,Deconstruct the root causes of data drift in CAP Theorem pipelines over time. Provide concrete examples from Chemistry.,Analyze,Chemistry,Deconstruct,Medium-Hard
BLOOM_07443,Categorize and contrast the space vs time complexity of PyTorch Autograd and OAuth 2.0 Authentication. Explain all assumptions made.,Analyze,Database Systems,Categorize,Medium-Hard
BLOOM_07444,Describe the standard definition of Convolutional Neural Networks in modern systems.,Remember,Cybersecurity,Describe,Easy
BLOOM_07445,Appraise the cost-benefit analysis of cloud deployment for Linear Regression & Regularization workloads. Provide concrete examples from Chemistry.,Evaluate,Chemistry,Appraise,Hard
BLOOM_07446,Compare the root causes of data drift in MapReduce ETL Pipelines pipelines over time. Explain all assumptions made.,Analyze,Physics,Compare,Medium-Hard
BLOOM_07447,Synthesize a full database schema designed to support high-throughput Apache Spark Distributed Datasets operations.,Create,Computer Science,Synthesize,Hard
BLOOM_07448,Identify three key characteristics of B-Trees and Indexing.,Remember,Database Systems,Identify,Easy
BLOOM_07449,Propose a full database schema designed to support high-throughput Redis In-Memory Caching operations.,Create,Physics,Propose,Hard
BLOOM_07450,Propose an innovative caching strategy to reduce latency in Consensus Protocols (Raft/Paxos) by 50%. Provide concrete examples from Physics.,Create,Physics,Propose,Hard
BLOOM_07451,Assess whether MapReduce ETL Pipelines or Convolutional Neural Networks is better suited for sub-millisecond query responses.,Evaluate,Computer Science,Assess,Hard
BLOOM_07452,Differentiate how failure modes in Asynchronous I/O Event Loops impact system resilience and availability. Explain all assumptions made.,Analyze,Chemistry,Differentiate,Medium-Hard
BLOOM_07453,Compare and contrast the space vs time complexity of Kafka Streaming Queues and PostgreSQL Query Optimization.,Analyze,Software Architecture,Compare,Medium-Hard
BLOOM_07454,Devise an end-to-end framework for automated model evaluation in TCP/IP Packet Routing. Explain all assumptions made.,Create,Software Architecture,Devise,Hard
BLOOM_07455,Formulate an end-to-end framework for automated model evaluation in Vector Embeddings & RAG. Provide concrete examples from Biology & Genomics.,Create,Biology & Genomics,Formulate,Hard
BLOOM_07456,Compute the optimal parameters for TCP/IP Packet Routing given a dataset of size N=100.,Apply,Chemistry,Compute,Medium
BLOOM_07457,Analyze the bottleneck performance when Parquet Columnar Storage interacts with Convolutional Neural Networks. Provide concrete examples from Biology & Genomics.,Analyze,Biology & Genomics,Analyze,Medium-Hard
BLOOM_07458,Demonstrate the optimal parameters for Apache Spark Distributed Datasets given a dataset of size N=5000.,Apply,Business Analytics,Demonstrate,Medium
BLOOM_07459,Classify the main trade-offs associated with using Gradient Boosting Decision Trees. Explain all assumptions made.,Understand,Electrical Engineering,Classify,Easy-Medium
BLOOM_07460,State the term 'Parquet Columnar Storage' as defined in standard textbooks.,Remember,Cybersecurity,State,Easy
BLOOM_07461,What is the mathematical formulation of OAuth 2.0 Authentication? Provide concrete examples from Electrical Engineering.,Remember,Electrical Engineering,Identify,Easy
BLOOM_07462,What is the mathematical formulation of GraphQL vs REST APIs? Provide concrete examples from Chemistry.,Remember,Chemistry,Describe,Easy
BLOOM_07463,Formulate a comprehensive system architecture combining Vector Embeddings & RAG and Zero-Knowledge Proofs.,Create,Business Analytics,Formulate,Hard
BLOOM_07464,Propose an innovative caching strategy to reduce latency in Docker & Kubernetes Orchestration by 50%.,Create,Database Systems,Propose,Hard
BLOOM_07465,Recall the primary components of a Asynchronous I/O Event Loops architecture.,Remember,Software Architecture,Recall,Easy
BLOOM_07466,Name three key characteristics of Vector Embeddings & RAG.,Remember,Cybersecurity,Name,Easy
BLOOM_07467,Analyze the root causes of data drift in PyTorch Autograd pipelines over time.,Analyze,Chemistry,Analyze,Medium-Hard
BLOOM_07468,List the fundamental principles of OAuth 2.0 Authentication. Provide concrete examples from Physics.,Remember,Physics,List,Easy
BLOOM_07469,Apply the optimal parameters for TCP/IP Packet Routing given a dataset of size N=50. Provide concrete examples from Machine Learning.,Apply,Machine Learning,Apply,Medium
BLOOM_07470,State the term 'Parquet Columnar Storage' as defined in standard textbooks.,Remember,Machine Learning,State,Easy
BLOOM_07471,Devise a novel fault-tolerant data pipeline for processing 10 million events/sec using Linear Regression & Regularization. Provide concrete examples from Physics.,Create,Physics,Devise,Hard
BLOOM_07472,Investigate the security vulnerabilities inherent in implementing Consensus Protocols (Raft/Paxos).,Analyze,Computer Science,Investigate,Medium-Hard
BLOOM_07473,State three key characteristics of Linear Regression & Regularization.,Remember,Data Engineering,State,Easy
BLOOM_07474,Discuss the main trade-offs associated with using Zero-Knowledge Proofs. Explain all assumptions made.,Understand,Computer Science,Discuss,Easy-Medium
BLOOM_07475,Compare the root causes of data drift in Zero-Knowledge Proofs pipelines over time.,Analyze,Database Systems,Compare,Medium-Hard
BLOOM_07476,Appraise the robustness of the fault-tolerance mechanism in RESTful Microservice Mesh.,Evaluate,Data Engineering,Critique,Hard
BLOOM_07477,"In your own words, Discuss the underlying mechanism of Docker & Kubernetes Orchestration.",Understand,Electrical Engineering,Discuss,Easy-Medium
BLOOM_07478,Summarize how Zero-Knowledge Proofs operates under high concurrency or heavy load. Provide concrete examples from Physics.,Understand,Physics,Summarize,Easy-Medium
BLOOM_07479,Solve a python script to process Gradient Boosting Decision Trees using streaming data streams. Provide concrete examples from Computer Science.,Apply,Computer Science,Solve,Medium
BLOOM_07480,Propose a disaster recovery plan for mission-critical enterprise systems using Apache Spark Distributed Datasets.,Create,Mathematics & Statistics,Propose,Hard
BLOOM_07481,What is the mathematical formulation of Redis In-Memory Caching? Explain all assumptions made.,Remember,Software Architecture,Define,Easy
BLOOM_07482,Critique the proposed data engineering pipeline for Transformer Attention Heads regarding data integrity.,Evaluate,Chemistry,Recommend,Hard
BLOOM_07483,Investigate how failure modes in Convolutional Neural Networks impact system resilience and availability.,Analyze,Database Systems,Investigate,Medium-Hard
BLOOM_07484,Summarize why B-Trees and Indexing is preferred over TensorFlow Computational Graphs for distributed processing.,Understand,Business Analytics,Summarize,Easy-Medium
BLOOM_07485,Deconstruct the root causes of data drift in MapReduce ETL Pipelines pipelines over time. Provide concrete examples from Data Engineering.,Analyze,Data Engineering,Deconstruct,Medium-Hard
BLOOM_07486,Describe the standard definition of B-Trees and Indexing in modern systems.,Remember,Physics,Describe,Easy
BLOOM_07487,Demonstrate step-by-step calculations to determine the complexity of Consensus Protocols (Raft/Paxos).,Apply,Electrical Engineering,Demonstrate,Medium
BLOOM_07488,Define the fundamental principles of B-Trees and Indexing. Provide concrete examples from Computer Science.,Remember,Computer Science,Define,Easy
BLOOM_07489,Formulate a original algorithm to solve the NP-hard constraint in CAP Theorem. Explain all assumptions made.,Create,Biology & Genomics,Propose,Hard
BLOOM_07490,List the primary components of a Vector Embeddings & RAG architecture. Provide concrete examples from Biology & Genomics.,Remember,Biology & Genomics,List,Easy
BLOOM_07491,"Given a scenario with high latency, Demonstrate TCP/IP Packet Routing to minimize processing time.",Apply,Chemistry,Demonstrate,Medium
BLOOM_07492,Propose an innovative caching strategy to reduce latency in Apache Spark Distributed Datasets by 50%.,Create,Mathematics & Statistics,Construct,Hard
BLOOM_07493,Construct the optimal parameters for Linear Regression & Regularization given a dataset of size N=1000. Explain all assumptions made.,Apply,Mathematics & Statistics,Construct,Medium
BLOOM_07494,Examine the impact of packet loss on TCP/IP Packet Routing execution efficiency. Explain all assumptions made.,Analyze,Database Systems,Differentiate,Medium-Hard
BLOOM_07495,Validate the trade-offs of microservices vs monolithic architecture for Kafka Streaming Queues. Explain all assumptions made.,Evaluate,Cybersecurity,Validate,Hard
BLOOM_07496,Recommend the architectural decisions made when deploying Asynchronous I/O Event Loops on edge devices.,Evaluate,Software Architecture,Recommend,Hard
BLOOM_07497,Describe the term 'B-Trees and Indexing' as defined in standard textbooks.,Remember,Business Analytics,Describe,Easy
BLOOM_07498,Appraise the robustness of the fault-tolerance mechanism in Zero-Knowledge Proofs. Provide concrete examples from Biology & Genomics.,Evaluate,Biology & Genomics,Critique,Hard
BLOOM_07499,Construct a disaster recovery plan for mission-critical enterprise systems using MapReduce ETL Pipelines.,Create,Electrical Engineering,Construct,Hard
BLOOM_07500,Synthesize existing research on PyTorch Autograd to build an improved protocol for Redis In-Memory Caching.,Create,Mathematics & Statistics,Develop,Hard
BLOOM_07501,Validate the ethical and privacy implications of running GraphQL vs REST APIs on personal datasets.,Evaluate,Electrical Engineering,Validate,Hard
BLOOM_07502,Propose a novel fault-tolerant data pipeline for processing 10 million events/sec using PyTorch Autograd.,Create,Computer Science,Propose,Hard
BLOOM_07503,Summarize the main trade-offs associated with using Vector Embeddings & RAG.,Understand,Chemistry,Summarize,Easy-Medium
BLOOM_07504,"Given a scenario with high latency, Demonstrate TCP/IP Packet Routing to minimize processing time.",Apply,Physics,Demonstrate,Medium
BLOOM_07505,Describe the standard definition of Garbage Collection Algorithms in modern systems. Explain all assumptions made.,Remember,Electrical Engineering,Describe,Easy
BLOOM_07506,Develop a full database schema designed to support high-throughput B-Trees and Indexing operations. Provide concrete examples from Machine Learning.,Create,Machine Learning,Develop,Hard
BLOOM_07507,Summarize how GraphQL vs REST APIs operates under high concurrency or heavy load.,Understand,Electrical Engineering,Summarize,Easy-Medium
BLOOM_07508,Paraphrase how Linear Regression & Regularization operates under high concurrency or heavy load.,Understand,Machine Learning,Paraphrase,Easy-Medium
BLOOM_07509,Apply the principles of Gradient Boosting Decision Trees to solve an out-of-memory exception in big data pipelines.,Apply,Cybersecurity,Apply,Medium
BLOOM_07510,Design a disaster recovery plan for mission-critical enterprise systems using Transformer Attention Heads. Provide concrete examples from Cybersecurity.,Create,Cybersecurity,Design,Hard
BLOOM_07511,Propose a novel fault-tolerant data pipeline for processing 10 million events/sec using PostgreSQL Query Optimization. Explain all assumptions made.,Create,Physics,Propose,Hard
BLOOM_07512,Synthesize an end-to-end framework for automated model evaluation in Redis In-Memory Caching.,Create,Database Systems,Synthesize,Hard
BLOOM_07513,Deconstruct the architecture of Transformer Attention Heads into its constituent microservices. Provide concrete examples from Business Analytics.,Analyze,Business Analytics,Analyze,Medium-Hard
BLOOM_07514,Formulate a original algorithm to solve the NP-hard constraint in Consensus Protocols (Raft/Paxos).,Create,Database Systems,Construct,Hard
BLOOM_07515,Discuss the main trade-offs associated with using OAuth 2.0 Authentication.,Understand,Physics,Discuss,Easy-Medium
BLOOM_07516,Contrast how error handling is managed within Kafka Streaming Queues.,Understand,Chemistry,Contrast,Easy-Medium
