question_id,question_number,subject,question_text,predicted_blooms_level,confidence_score,cognitive_depth,identified_action_verb,estimated_difficulty,word_count
BANK_1711,Q211,Computer Organization and Architecture,[Computer Organization and Architecture Item #211] A processor with 16 general purpose registers uses 32-bit instructions. Calculate max number of unique opcodes with 8 addressing modes. (Variant B7),Apply,0.68,3,calculate,Medium,28
BANK_1712,Q212,Computer Organization and Architecture,"[Computer Organization and Architecture Item #212] A 32-bit processor supports 70 instructions with opcode, 2 registers (64 total), and immediate operand. Find max immediate value. (Variant B7)",Create,0.6,6,architecture,Medium,27
BANK_1713,Q213,Computer Organization and Architecture,[Computer Organization and Architecture Item #213] Calculate minimum clock cycles to compute XY + XYZ + YZ on a CPU with 12 general purpose registers. (Variant B7),Apply,0.6,3,calculate,Medium,27
BANK_1714,Q214,Computer Organization and Architecture,[Computer Organization and Architecture Item #214] A processor has 64 registers and 16-bit instruction format. Calculate max number of distinct R-type opcodes given 8 I-type opcodes. (Variant B7),Apply,0.6,3,calculate,Medium,28
BANK_1715,Q215,Computer Organization and Architecture,[Computer Organization and Architecture Item #215] Evaluate number of one-address instructions needed for X = (M + N x O) / (P x Q). (Variant B7),Create,0.6,6,architecture,Medium,26
BANK_1716,Q216,Computer Organization and Architecture,"[Computer Organization and Architecture Item #216] Determine contents of accumulator and flags after executing 8085 program: SUB A, MVI B 01H, DCR B, HLT. (Variant B7)",Apply,0.6,3,compute,Medium,26
BANK_1717,Q217,Computer Organization and Architecture,[Computer Organization and Architecture Item #217] Calculate stack pointer value after executing CALL instruction on a 16-bit processor with 2-byte registers. (Variant B7),Apply,0.6,3,calculate,Medium,23
BANK_1718,Q218,Computer Organization and Architecture,[Computer Organization and Architecture Item #218] A processor has 16 integer and 64 floating point registers with 2-byte instructions. Find max Type-4 instructions. (Variant B7),Create,0.6,6,architecture,Medium,25
BANK_1719,Q219,Computer Organization and Architecture,"[Computer Organization and Architecture Item #219] Which processor characteristics define a RISC architecture? (I. Register-to-register, II. Fixed length, III. Hardwired control). (Variant B7)",Create,0.6,6,architecture,Medium,23
BANK_1720,Q220,Computer Organization and Architecture,[Computer Organization and Architecture Item #220] Calculate total memory in bytes consumed by a program with 100 instructions on a 64-register processor. (Variant B7),Apply,0.6,3,calculate,Medium,24
BANK_1721,Q221,Computer Organization and Architecture,[Computer Organization and Architecture Item #221] Differentiate between Big-Endian and Little-Endian byte ordering systems in memory storage. (Variant B7),Create,0.6,6,architecture,Hard,19
BANK_1722,Q222,Computer Organization and Architecture,[Computer Organization and Architecture Item #222] Which addressing mode is most suitable for writing position-independent code? (Variant B7),Create,0.6,6,architecture,Hard,18
BANK_1723,Q223,Computer Organization and Architecture,[Computer Organization and Architecture Item #223] Calculate processor frequency ratio P2/P1 when P2 takes 25% less time with 20% higher CPI. (Variant B7),Apply,0.6,3,calculate,Medium,23
BANK_1724,Q224,Computer Organization and Architecture,"[Computer Organization and Architecture Item #224] Find the memory location accessed by instruction MOV [BX], AL in 8086 assembly. (Variant B7)",Create,0.6,6,architecture,Medium,21
BANK_1725,Q225,Computer Organization and Architecture,[Computer Organization and Architecture Item #225] Calculate maximum bandwidth of a direct-mapped 1 MB cache with 256-byte blocks and 3ns access time. (Variant B7),Apply,0.6,3,calculate,Medium,24
BANK_1726,Q226,Computer Organization and Architecture,[Computer Organization and Architecture Item #226] Calculate number of tag bits for a 64 KB 4-way set associative cache in a 32-bit byte-addressable memory system. (Variant B7),Apply,0.6,3,calculate,Medium,27
BANK_1727,Q227,Computer Organization and Architecture,[Computer Organization and Architecture Item #227] Differentiate between Write-Through and Write-Back cache memory write policies. (Variant B7),Create,0.6,6,architecture,Hard,17
BANK_1728,Q228,Computer Organization and Architecture,[Computer Organization and Architecture Item #228] Calculate average memory access time (AMAT) for L1/L2 cache system given hit rates and access latencies. (Variant B7),Apply,0.6,3,calculate,Medium,24
BANK_1729,Q229,Computer Organization and Architecture,[Computer Organization and Architecture Item #229] How many 32K x 1 RAM chips are needed to provide a total memory capacity of 256 KB? (Variant B7),Create,0.6,6,architecture,Medium,26
BANK_1730,Q230,Computer Organization and Architecture,[Computer Organization and Architecture Item #230] Calculate refresh overhead percentage for a DRAM chip requiring 100 refreshes per ms with 100ns per refresh cycle. (Variant B7),Apply,0.6,3,calculate,Medium,26
BANK_1731,Q231,Computer Organization and Architecture,"[Computer Organization and Architecture Item #231] Calculate total memory capacity of a hard disk with 16 surfaces, 16384 cylinders, and 64 sectors per track. (Variant B7)",Apply,0.6,3,calculate,Medium,26
BANK_1732,Q232,Computer Organization and Architecture,[Computer Organization and Architecture Item #232] Calculate average seek time and rotational latency for a 7200 RPM hard disk drive. (Variant B7),Apply,0.6,3,calculate,Medium,22
BANK_1733,Q233,Computer Organization and Architecture,[Computer Organization and Architecture Item #233] Compare ripple carry adder and carry lookahead adder in terms of propagation delay and gate count. (Variant B7),Create,0.6,6,architecture,Medium,24
BANK_1734,Q234,Computer Organization and Architecture,[Computer Organization and Architecture Item #234] Calculate speedup achieved by converting a non-pipelined 2.5 GHz CPU into a 5-stage 2 GHz pipelined CPU. (Variant B7),Apply,0.6,3,calculate,Medium,25
BANK_1735,Q235,Computer Organization and Architecture,"[Computer Organization and Architecture Item #235] Identify data hazards (RAW, WAR, WAW) in instruction sequence: I1: ADD R1,R2,R3; I2: MUL R7,R1,R3; I3: SUB R4,R1,R5. (Variant B7)",Create,0.6,6,architecture,Medium,26
BANK_1736,Q236,Computer Organization and Architecture,[Computer Organization and Architecture Item #236] Explain register renaming mechanism to eliminate WAR and WAW hazards in out-of-order execution. (Variant B7),Create,0.6,6,architecture,Medium,21
BANK_1737,Q237,Computer Organization and Architecture,[Computer Organization and Architecture Item #237] Calculate total execution cycles for 100 instructions on a 5-stage pipeline with 20% branch stalls of 2 cycles. (Variant B7),Apply,0.6,3,calculate,Medium,26
BANK_1738,Q238,Computer Organization and Architecture,[Computer Organization and Architecture Item #238] Determine the maximum number of DMA controller requests needed to transfer a 29.15 MB file with 16-bit count register. (Variant B7),Apply,0.6,3,compute,Medium,27
BANK_1739,Q239,Computer Organization and Architecture,[Computer Organization and Architecture Item #239] Which 8085 hardware interrupt has the highest priority and is non-maskable (TRAP)? (Variant B7),Create,0.6,6,architecture,Medium,20
BANK_1740,Q240,Computer Organization and Architecture,"[Computer Organization and Architecture Item #240] Calculate speedup ratio of 4-stage pipeline with stage delays 800, 500, 400, 300 ps after splitting the 800 ps stage. (Variant B7)",Apply,0.6,3,calculate,Medium,28
BANK_1741,Q241,Computer Organization and Architecture,[Computer Organization and Architecture Item #241] A processor with 16 general purpose registers uses 32-bit instructions. Calculate max number of unique opcodes with 8 addressing modes. (Variant B8),Apply,0.68,3,calculate,Medium,28
BANK_1742,Q242,Computer Organization and Architecture,"[Computer Organization and Architecture Item #242] A 32-bit processor supports 70 instructions with opcode, 2 registers (64 total), and immediate operand. Find max immediate value. (Variant B8)",Create,0.6,6,architecture,Medium,27
BANK_1743,Q243,Computer Organization and Architecture,[Computer Organization and Architecture Item #243] Calculate minimum clock cycles to compute XY + XYZ + YZ on a CPU with 12 general purpose registers. (Variant B8),Apply,0.6,3,calculate,Medium,27
BANK_1744,Q244,Computer Organization and Architecture,[Computer Organization and Architecture Item #244] A processor has 64 registers and 16-bit instruction format. Calculate max number of distinct R-type opcodes given 8 I-type opcodes. (Variant B8),Apply,0.6,3,calculate,Medium,28
BANK_1745,Q245,Computer Organization and Architecture,[Computer Organization and Architecture Item #245] Evaluate number of one-address instructions needed for X = (M + N x O) / (P x Q). (Variant B8),Create,0.6,6,architecture,Medium,26
BANK_1746,Q246,Computer Organization and Architecture,"[Computer Organization and Architecture Item #246] Determine contents of accumulator and flags after executing 8085 program: SUB A, MVI B 01H, DCR B, HLT. (Variant B8)",Apply,0.6,3,compute,Medium,26
BANK_1747,Q247,Computer Organization and Architecture,[Computer Organization and Architecture Item #247] Calculate stack pointer value after executing CALL instruction on a 16-bit processor with 2-byte registers. (Variant B8),Apply,0.6,3,calculate,Medium,23
BANK_1748,Q248,Computer Organization and Architecture,[Computer Organization and Architecture Item #248] A processor has 16 integer and 64 floating point registers with 2-byte instructions. Find max Type-4 instructions. (Variant B8),Create,0.6,6,architecture,Medium,25
BANK_1749,Q249,Computer Organization and Architecture,"[Computer Organization and Architecture Item #249] Which processor characteristics define a RISC architecture? (I. Register-to-register, II. Fixed length, III. Hardwired control). (Variant B8)",Create,0.6,6,architecture,Medium,23
BANK_1750,Q250,Computer Organization and Architecture,[Computer Organization and Architecture Item #250] Calculate total memory in bytes consumed by a program with 100 instructions on a 64-register processor. (Variant B8),Apply,0.6,3,calculate,Medium,24
BANK_1751,Q251,Computer Organization and Architecture,[Computer Organization and Architecture Item #251] Differentiate between Big-Endian and Little-Endian byte ordering systems in memory storage. (Variant B8),Create,0.6,6,architecture,Hard,19
BANK_1752,Q252,Computer Organization and Architecture,[Computer Organization and Architecture Item #252] Which addressing mode is most suitable for writing position-independent code? (Variant B8),Create,0.6,6,architecture,Hard,18
BANK_1753,Q253,Computer Organization and Architecture,[Computer Organization and Architecture Item #253] Calculate processor frequency ratio P2/P1 when P2 takes 25% less time with 20% higher CPI. (Variant B8),Apply,0.6,3,calculate,Medium,23
BANK_1754,Q254,Computer Organization and Architecture,"[Computer Organization and Architecture Item #254] Find the memory location accessed by instruction MOV [BX], AL in 8086 assembly. (Variant B8)",Create,0.6,6,architecture,Medium,21
BANK_1755,Q255,Computer Organization and Architecture,[Computer Organization and Architecture Item #255] Calculate maximum bandwidth of a direct-mapped 1 MB cache with 256-byte blocks and 3ns access time. (Variant B8),Apply,0.6,3,calculate,Medium,24
BANK_1756,Q256,Computer Organization and Architecture,[Computer Organization and Architecture Item #256] Calculate number of tag bits for a 64 KB 4-way set associative cache in a 32-bit byte-addressable memory system. (Variant B8),Apply,0.6,3,calculate,Medium,27
BANK_1757,Q257,Computer Organization and Architecture,[Computer Organization and Architecture Item #257] Differentiate between Write-Through and Write-Back cache memory write policies. (Variant B8),Create,0.6,6,architecture,Hard,17
BANK_1758,Q258,Computer Organization and Architecture,[Computer Organization and Architecture Item #258] Calculate average memory access time (AMAT) for L1/L2 cache system given hit rates and access latencies. (Variant B8),Apply,0.6,3,calculate,Medium,24
BANK_1759,Q259,Computer Organization and Architecture,[Computer Organization and Architecture Item #259] How many 32K x 1 RAM chips are needed to provide a total memory capacity of 256 KB? (Variant B8),Create,0.6,6,architecture,Medium,26
BANK_1760,Q260,Computer Organization and Architecture,[Computer Organization and Architecture Item #260] Calculate refresh overhead percentage for a DRAM chip requiring 100 refreshes per ms with 100ns per refresh cycle. (Variant B8),Apply,0.6,3,calculate,Medium,26
BANK_1761,Q261,Computer Organization and Architecture,"[Computer Organization and Architecture Item #261] Calculate total memory capacity of a hard disk with 16 surfaces, 16384 cylinders, and 64 sectors per track. (Variant B8)",Apply,0.6,3,calculate,Medium,26
BANK_1762,Q262,Computer Organization and Architecture,[Computer Organization and Architecture Item #262] Calculate average seek time and rotational latency for a 7200 RPM hard disk drive. (Variant B8),Apply,0.6,3,calculate,Medium,22
BANK_1763,Q263,Computer Organization and Architecture,[Computer Organization and Architecture Item #263] Compare ripple carry adder and carry lookahead adder in terms of propagation delay and gate count. (Variant B8),Create,0.6,6,architecture,Medium,24
BANK_1764,Q264,Computer Organization and Architecture,[Computer Organization and Architecture Item #264] Calculate speedup achieved by converting a non-pipelined 2.5 GHz CPU into a 5-stage 2 GHz pipelined CPU. (Variant B8),Apply,0.6,3,calculate,Medium,25
BANK_1765,Q265,Computer Organization and Architecture,"[Computer Organization and Architecture Item #265] Identify data hazards (RAW, WAR, WAW) in instruction sequence: I1: ADD R1,R2,R3; I2: MUL R7,R1,R3; I3: SUB R4,R1,R5. (Variant B8)",Create,0.6,6,architecture,Medium,26
BANK_1766,Q266,Computer Organization and Architecture,[Computer Organization and Architecture Item #266] Explain register renaming mechanism to eliminate WAR and WAW hazards in out-of-order execution. (Variant B8),Create,0.6,6,architecture,Medium,21
BANK_1767,Q267,Computer Organization and Architecture,[Computer Organization and Architecture Item #267] Calculate total execution cycles for 100 instructions on a 5-stage pipeline with 20% branch stalls of 2 cycles. (Variant B8),Apply,0.6,3,calculate,Medium,26
BANK_1768,Q268,Computer Organization and Architecture,[Computer Organization and Architecture Item #268] Determine the maximum number of DMA controller requests needed to transfer a 29.15 MB file with 16-bit count register. (Variant B8),Apply,0.6,3,compute,Medium,27
BANK_1769,Q269,Computer Organization and Architecture,[Computer Organization and Architecture Item #269] Which 8085 hardware interrupt has the highest priority and is non-maskable (TRAP)? (Variant B8),Create,0.6,6,architecture,Medium,20
BANK_1770,Q270,Computer Organization and Architecture,"[Computer Organization and Architecture Item #270] Calculate speedup ratio of 4-stage pipeline with stage delays 800, 500, 400, 300 ps after splitting the 800 ps stage. (Variant B8)",Apply,0.6,3,calculate,Medium,28
BANK_1771,Q271,Computer Organization and Architecture,[Computer Organization and Architecture Item #271] A processor with 16 general purpose registers uses 32-bit instructions. Calculate max number of unique opcodes with 8 addressing modes. (Variant B9),Apply,0.68,3,calculate,Medium,28
BANK_1772,Q272,Computer Organization and Architecture,"[Computer Organization and Architecture Item #272] A 32-bit processor supports 70 instructions with opcode, 2 registers (64 total), and immediate operand. Find max immediate value. (Variant B9)",Create,0.6,6,architecture,Medium,27
BANK_1773,Q273,Computer Organization and Architecture,[Computer Organization and Architecture Item #273] Calculate minimum clock cycles to compute XY + XYZ + YZ on a CPU with 12 general purpose registers. (Variant B9),Apply,0.6,3,calculate,Medium,27
BANK_1774,Q274,Computer Organization and Architecture,[Computer Organization and Architecture Item #274] A processor has 64 registers and 16-bit instruction format. Calculate max number of distinct R-type opcodes given 8 I-type opcodes. (Variant B9),Apply,0.6,3,calculate,Medium,28
BANK_1775,Q275,Computer Organization and Architecture,[Computer Organization and Architecture Item #275] Evaluate number of one-address instructions needed for X = (M + N x O) / (P x Q). (Variant B9),Create,0.6,6,architecture,Medium,26
BANK_1776,Q276,Computer Organization and Architecture,"[Computer Organization and Architecture Item #276] Determine contents of accumulator and flags after executing 8085 program: SUB A, MVI B 01H, DCR B, HLT. (Variant B9)",Apply,0.6,3,compute,Medium,26
BANK_1777,Q277,Computer Organization and Architecture,[Computer Organization and Architecture Item #277] Calculate stack pointer value after executing CALL instruction on a 16-bit processor with 2-byte registers. (Variant B9),Apply,0.6,3,calculate,Medium,23
BANK_1778,Q278,Computer Organization and Architecture,[Computer Organization and Architecture Item #278] A processor has 16 integer and 64 floating point registers with 2-byte instructions. Find max Type-4 instructions. (Variant B9),Create,0.6,6,architecture,Medium,25
BANK_1779,Q279,Computer Organization and Architecture,"[Computer Organization and Architecture Item #279] Which processor characteristics define a RISC architecture? (I. Register-to-register, II. Fixed length, III. Hardwired control). (Variant B9)",Create,0.6,6,architecture,Medium,23
BANK_1780,Q280,Computer Organization and Architecture,[Computer Organization and Architecture Item #280] Calculate total memory in bytes consumed by a program with 100 instructions on a 64-register processor. (Variant B9),Apply,0.6,3,calculate,Medium,24
BANK_1781,Q281,Computer Organization and Architecture,[Computer Organization and Architecture Item #281] Differentiate between Big-Endian and Little-Endian byte ordering systems in memory storage. (Variant B9),Create,0.6,6,architecture,Hard,19
BANK_1782,Q282,Computer Organization and Architecture,[Computer Organization and Architecture Item #282] Which addressing mode is most suitable for writing position-independent code? (Variant B9),Create,0.6,6,architecture,Hard,18
BANK_1783,Q283,Computer Organization and Architecture,[Computer Organization and Architecture Item #283] Calculate processor frequency ratio P2/P1 when P2 takes 25% less time with 20% higher CPI. (Variant B9),Apply,0.6,3,calculate,Medium,23
BANK_1784,Q284,Computer Organization and Architecture,"[Computer Organization and Architecture Item #284] Find the memory location accessed by instruction MOV [BX], AL in 8086 assembly. (Variant B9)",Create,0.6,6,architecture,Medium,21
BANK_1785,Q285,Computer Organization and Architecture,[Computer Organization and Architecture Item #285] Calculate maximum bandwidth of a direct-mapped 1 MB cache with 256-byte blocks and 3ns access time. (Variant B9),Apply,0.6,3,calculate,Medium,24
BANK_1786,Q286,Computer Organization and Architecture,[Computer Organization and Architecture Item #286] Calculate number of tag bits for a 64 KB 4-way set associative cache in a 32-bit byte-addressable memory system. (Variant B9),Apply,0.6,3,calculate,Medium,27
BANK_1787,Q287,Computer Organization and Architecture,[Computer Organization and Architecture Item #287] Differentiate between Write-Through and Write-Back cache memory write policies. (Variant B9),Create,0.6,6,architecture,Hard,17
BANK_1788,Q288,Computer Organization and Architecture,[Computer Organization and Architecture Item #288] Calculate average memory access time (AMAT) for L1/L2 cache system given hit rates and access latencies. (Variant B9),Apply,0.6,3,calculate,Medium,24
BANK_1789,Q289,Computer Organization and Architecture,[Computer Organization and Architecture Item #289] How many 32K x 1 RAM chips are needed to provide a total memory capacity of 256 KB? (Variant B9),Create,0.6,6,architecture,Medium,26
BANK_1790,Q290,Computer Organization and Architecture,[Computer Organization and Architecture Item #290] Calculate refresh overhead percentage for a DRAM chip requiring 100 refreshes per ms with 100ns per refresh cycle. (Variant B9),Apply,0.6,3,calculate,Medium,26
BANK_1791,Q291,Computer Organization and Architecture,"[Computer Organization and Architecture Item #291] Calculate total memory capacity of a hard disk with 16 surfaces, 16384 cylinders, and 64 sectors per track. (Variant B9)",Apply,0.6,3,calculate,Medium,26
BANK_1792,Q292,Computer Organization and Architecture,[Computer Organization and Architecture Item #292] Calculate average seek time and rotational latency for a 7200 RPM hard disk drive. (Variant B9),Apply,0.6,3,calculate,Medium,22
BANK_1793,Q293,Computer Organization and Architecture,[Computer Organization and Architecture Item #293] Compare ripple carry adder and carry lookahead adder in terms of propagation delay and gate count. (Variant B9),Create,0.6,6,architecture,Medium,24
BANK_1794,Q294,Computer Organization and Architecture,[Computer Organization and Architecture Item #294] Calculate speedup achieved by converting a non-pipelined 2.5 GHz CPU into a 5-stage 2 GHz pipelined CPU. (Variant B9),Apply,0.6,3,calculate,Medium,25
BANK_1795,Q295,Computer Organization and Architecture,"[Computer Organization and Architecture Item #295] Identify data hazards (RAW, WAR, WAW) in instruction sequence: I1: ADD R1,R2,R3; I2: MUL R7,R1,R3; I3: SUB R4,R1,R5. (Variant B9)",Create,0.6,6,architecture,Medium,26
BANK_1796,Q296,Computer Organization and Architecture,[Computer Organization and Architecture Item #296] Explain register renaming mechanism to eliminate WAR and WAW hazards in out-of-order execution. (Variant B9),Create,0.6,6,architecture,Medium,21
BANK_1797,Q297,Computer Organization and Architecture,[Computer Organization and Architecture Item #297] Calculate total execution cycles for 100 instructions on a 5-stage pipeline with 20% branch stalls of 2 cycles. (Variant B9),Apply,0.6,3,calculate,Medium,26
BANK_1798,Q298,Computer Organization and Architecture,[Computer Organization and Architecture Item #298] Determine the maximum number of DMA controller requests needed to transfer a 29.15 MB file with 16-bit count register. (Variant B9),Apply,0.6,3,compute,Medium,27
BANK_1799,Q299,Computer Organization and Architecture,[Computer Organization and Architecture Item #299] Which 8085 hardware interrupt has the highest priority and is non-maskable (TRAP)? (Variant B9),Create,0.6,6,architecture,Medium,20
BANK_1800,Q300,Computer Organization and Architecture,"[Computer Organization and Architecture Item #300] Calculate speedup ratio of 4-stage pipeline with stage delays 800, 500, 400, 300 ps after splitting the 800 ps stage. (Variant B9)",Apply,0.6,3,calculate,Medium,28
BANK_1801,Q1,Digital Logic,Convert decimal number 224 into radix-5 (base-5) notation.,Understand,0.5,2,N/A,Easy,8
BANK_1802,Q2,Digital Logic,Convert radix-4 number 132 into radix-5 representation.,Understand,0.5,2,N/A,Easy,7
BANK_1803,Q3,Digital Logic,Multiply two IEEE-754 single precision floating point numbers P=0xC1800000 and Q=0x3F5C2EF4.,Understand,0.5,2,N/A,Easy,11
BANK_1804,Q4,Digital Logic,Detect arithmetic overflow when adding 5-bit signed 2's complement numbers A=01010 (+10) and B=11010 (-6).,Remember,0.98,1,when,Easy,15
BANK_1805,Q5,Digital Logic,Find the 16-bit 2's complement decimal equivalent of 1111 1111 1111 0101.,Understand,0.5,2,N/A,Easy,12
BANK_1806,Q6,Digital Logic,Calculate number of bits needed to represent a 64-digit decimal number in binary.,Apply,0.98,3,calculate,Medium,13
BANK_1807,Q7,Digital Logic,Count number of 1s in binary representation of (3 * 4096 + 15 * 256 + 5 * 16 + 3).,Understand,0.5,2,N/A,Medium,21
BANK_1808,Q8,Digital Logic,Find the base r such that (43)_r = (y3)_8 holds.,Understand,0.5,2,N/A,Easy,10
BANK_1809,Q9,Digital Logic,Convert decimal number -14.25 into IEEE-754 single precision hexadecimal format.,Understand,0.5,2,N/A,Easy,10
BANK_1810,Q10,Digital Logic,Perform binary subtraction: 1101101_2 - 101101_2 using 2's complement.,Understand,0.5,2,N/A,Easy,9
BANK_1811,Q11,Digital Logic,Represent decimal number -18.375 in IEEE-754 single precision format.,Understand,0.5,2,N/A,Easy,9
BANK_1812,Q12,Digital Logic,Convert binary string 1011 into its Gray code equivalent.,Understand,0.5,2,N/A,Easy,9
BANK_1813,Q13,Digital Logic,Perform BCD addition of 97 + 45 and show correction steps (+6 rule).,Understand,0.5,2,N/A,Easy,13
BANK_1814,Q14,Digital Logic,"Minimize Boolean expression F(A,B,C,D) = Sum_m(0,2,5,7,8,10,13,15) using 4-variable Karnaugh Map.",Understand,0.5,2,N/A,Easy,10
BANK_1815,Q15,Digital Logic,"Find the number of essential prime implicants for Boolean function F(P,Q,R,S) = Sum_m(0,2,5,7,9,11) + d(3,8,10,12,14).",Understand,0.5,2,N/A,Easy,15
BANK_1816,Q16,Digital Logic,"Simplify Product of Sums (POS) expression for f(w,x,y,z) = Sum_m(0,1,2,3,7,8,10) + d(5,6,11,15).",Understand,0.5,2,N/A,Easy,12
BANK_1817,Q17,Digital Logic,Calculate minimum number of 2-input NAND gates required to implement a 2-input XOR gate.,Apply,0.98,3,calculate,Medium,14
BANK_1818,Q18,Digital Logic,Prove De Morgan's Law: (A + B)' = A' . B' using truth tables.,Understand,0.5,2,N/A,Easy,14
BANK_1819,Q19,Digital Logic,Calculate minimum size of multiplexer needed to implement any n-variable Boolean function with 1 inverter.,Apply,0.98,3,calculate,Medium,15
BANK_1820,Q20,Digital Logic,How many 3-to-8 line decoders are needed to construct a 6-to-64 line decoder without extra gates?,Apply,0.98,3,construct,Medium,16
BANK_1821,Q21,Digital Logic,"Design a 4-bit carry lookahead adder using AND, OR, XOR gates and calculate total propagation delay.",Create,0.6,6,design,Hard,16
BANK_1822,Q22,Digital Logic,Find the number of select lines required for a 32-to-1 multiplexer.,Understand,0.5,2,N/A,Easy,11
BANK_1823,Q23,Digital Logic,Calculate minimum number of JK flip-flops needed to design a synchronous counter counting sequence 0-1-0-2-0-3.,Create,0.6,6,design,Hard,15
BANK_1824,Q24,Digital Logic,Calculate minimum number of D flip-flops required to design a MOD-258 counter.,Create,0.6,6,design,Hard,12
BANK_1825,Q25,Digital Logic,Determine the counting sequence of a 4-bit Johnson counter starting from 0000.,Apply,0.98,3,determine,Medium,12
BANK_1826,Q26,Digital Logic,Explain race-around condition in JK flip-flop and how master-slave architecture resolves it.,Create,0.6,6,architecture,Hard,12
BANK_1827,Q27,Digital Logic,Design a 3-bit synchronous up counter using T flip-flops and derive next-state equations.,Create,0.67,6,design,Hard,13
BANK_1828,Q28,Digital Logic,Design a sequence detector FSM that detects overlapping occurrences of string '1011'.,Create,0.98,6,design,Hard,12
BANK_1829,Q29,Digital Logic,Differentiate between Mealy and Moore Finite State Machine models with state transition diagrams.,Analyze,0.62,4,differentiate,Medium,13
BANK_1830,Q30,Digital Logic,"Design a 4-bit Arithmetic Logic Unit (ALU) supporting AND, OR, ADD, SUB, XOR operations with control lines.",Create,0.98,6,design,Hard,17
BANK_1831,Q31,Digital Logic,[Digital Logic Item #31] Convert decimal number 224 into radix-5 (base-5) notation. (Variant B1),Understand,0.5,2,N/A,Easy,14
BANK_1832,Q32,Digital Logic,[Digital Logic Item #32] Convert radix-4 number 132 into radix-5 representation. (Variant B1),Understand,0.5,2,N/A,Easy,13
BANK_1833,Q33,Digital Logic,[Digital Logic Item #33] Multiply two IEEE-754 single precision floating point numbers P=0xC1800000 and Q=0x3F5C2EF4. (Variant B1),Understand,0.5,2,N/A,Easy,17
BANK_1834,Q34,Digital Logic,[Digital Logic Item #34] Detect arithmetic overflow when adding 5-bit signed 2's complement numbers A=01010 (+10) and B=11010 (-6). (Variant B1),Remember,0.98,1,when,Medium,21
BANK_1835,Q35,Digital Logic,[Digital Logic Item #35] Find the 16-bit 2's complement decimal equivalent of 1111 1111 1111 0101. (Variant B1),Understand,0.5,2,N/A,Easy,18
BANK_1836,Q36,Digital Logic,[Digital Logic Item #36] Calculate number of bits needed to represent a 64-digit decimal number in binary. (Variant B1),Apply,0.98,3,calculate,Medium,19
BANK_1837,Q37,Digital Logic,[Digital Logic Item #37] Count number of 1s in binary representation of (3 * 4096 + 15 * 256 + 5 * 16 + 3). (Variant B1),Understand,0.5,2,N/A,Medium,27
BANK_1838,Q38,Digital Logic,[Digital Logic Item #38] Find the base r such that (43)_r = (y3)_8 holds. (Variant B1),Understand,0.5,2,N/A,Easy,16
BANK_1839,Q39,Digital Logic,[Digital Logic Item #39] Convert decimal number -14.25 into IEEE-754 single precision hexadecimal format. (Variant B1),Understand,0.5,2,N/A,Easy,16
BANK_1840,Q40,Digital Logic,[Digital Logic Item #40] Perform binary subtraction: 1101101_2 - 101101_2 using 2's complement. (Variant B1),Understand,0.5,2,N/A,Easy,15
BANK_1841,Q41,Digital Logic,[Digital Logic Item #41] Represent decimal number -18.375 in IEEE-754 single precision format. (Variant B1),Understand,0.5,2,N/A,Easy,15
BANK_1842,Q42,Digital Logic,[Digital Logic Item #42] Convert binary string 1011 into its Gray code equivalent. (Variant B1),Understand,0.5,2,N/A,Easy,15
BANK_1843,Q43,Digital Logic,[Digital Logic Item #43] Perform BCD addition of 97 + 45 and show correction steps (+6 rule). (Variant B1),Understand,0.5,2,N/A,Easy,19
BANK_1844,Q44,Digital Logic,"[Digital Logic Item #44] Minimize Boolean expression F(A,B,C,D) = Sum_m(0,2,5,7,8,10,13,15) using 4-variable Karnaugh Map. (Variant B1)",Understand,0.5,2,N/A,Easy,16
BANK_1845,Q45,Digital Logic,"[Digital Logic Item #45] Find the number of essential prime implicants for Boolean function F(P,Q,R,S) = Sum_m(0,2,5,7,9,11) + d(3,8,10,12,14). (Variant B1)",Understand,0.5,2,N/A,Medium,21
BANK_1846,Q46,Digital Logic,"[Digital Logic Item #46] Simplify Product of Sums (POS) expression for f(w,x,y,z) = Sum_m(0,1,2,3,7,8,10) + d(5,6,11,15). (Variant B1)",Understand,0.5,2,N/A,Easy,18
BANK_1847,Q47,Digital Logic,[Digital Logic Item #47] Calculate minimum number of 2-input NAND gates required to implement a 2-input XOR gate. (Variant B1),Apply,0.98,3,calculate,Medium,20
BANK_1848,Q48,Digital Logic,[Digital Logic Item #48] Prove De Morgan's Law: (A + B)' = A' . B' using truth tables. (Variant B1),Understand,0.5,2,N/A,Medium,20
BANK_1849,Q49,Digital Logic,[Digital Logic Item #49] Calculate minimum size of multiplexer needed to implement any n-variable Boolean function with 1 inverter. (Variant B1),Apply,0.98,3,calculate,Medium,21
BANK_1850,Q50,Digital Logic,[Digital Logic Item #50] How many 3-to-8 line decoders are needed to construct a 6-to-64 line decoder without extra gates? (Variant B1),Apply,0.98,3,construct,Medium,22
BANK_1851,Q51,Digital Logic,"[Digital Logic Item #51] Design a 4-bit carry lookahead adder using AND, OR, XOR gates and calculate total propagation delay. (Variant B1)",Create,0.6,6,design,Medium,22
BANK_1852,Q52,Digital Logic,[Digital Logic Item #52] Find the number of select lines required for a 32-to-1 multiplexer. (Variant B1),Understand,0.5,2,N/A,Easy,17
